CXX-002	Type mismatch between Nucleor decl and C++ source	The Nucleor extern \"C++\" decl's signature doesn't match the libclang-extracted signature from the header. Update one to match the other.	RFC-0011 §3.3 — nuc-cxx parses the C++ header with libclang and compares the extracted signature with the Nucleor extern \"C++\" declaration. Mismatches must be reconciled in one direction.	
CXX-003	Use of std::function without #[no_dyn] opt-out	std::function is type-erased dispatch; #[no_dyn] forbids it. Refactor to a concrete callable type or opt out with #[allow(no_dyn)].	RFC-0011 §3.2 — std::function is type-erased and uses dynamic dispatch (typically allocating a heap functor). #[no_dyn] forbids both. Replace with a concrete callable or opt out at the call site.	
CXX-004	extern \"Nucleor\" type with non-#[repr(C)] layout	Types crossing the C++ bridge must have stable layouts. Add #[repr(C)] to the struct or wrap it.	RFC-0011 §3.1 — types crossing the bridge must have layout the C++ side can rely on. Add #[repr(C)] to make the layout C-stable.	
CXX-005	C++ exception escapes through bridge	C++ exceptions cannot unwind through a Nucleor frame. Wrap the C++ call site with try/catch and convert to Result<T, CxxError>.	RFC-0011 §5 — Nucleor frames don't unwind through C++ exceptions; the runtime intentionally aborts on uncaught C++ exceptions to preserve safety. Wrap the C++ call site in a try/catch that converts to Result<T, CxxError>.	
BINDGEN-001	Header file not found	nuc-bindgen could not locate the C header. Add --include-path or fix the spelling in the bindgen.toml.	RFC-0012 §3.1 — bindgen.toml's [headers] section lists C headers; each must resolve under --include-path. Either add the path or fix the spelling.	
BINDGEN-002	libclang parse error	libclang failed to parse the header. Common causes: missing -D defines, missing system headers, or C++ syntax in a .h file. Pass --extra-clang-arg to bindgen.	RFC-0012 §4 — libclang emitted parse errors. Common causes: missing #defines, missing system headers (add a sysroot), or C++ syntax in a .h file. Pass --extra-clang-arg='-D...' or '-isystem...'.	
BINDGEN-003	Type conversion not supported	C type has no Nucleor analog (e.g., GCC vector extensions, _Complex). Add a manual binding or skip with bindgen.toml's [skip] section.	RFC-0012 §3.2 — some C types have no Nucleor analog (GCC vector extensions, _Complex, __int128 on 32-bit targets). Either add a manual wrapper or skip the symbol with bindgen.toml [skip].	
BINDGEN-004	Forward-declared type with no definition	Header declares `struct foo;` but never defines it. Either #include the definition or mark the type opaque in bindgen.toml.	RFC-0012 §3.2 — `struct foo;` with no struct definition leaves the type opaque. Either #include the file that defines it (so libclang can extract the layout) or mark it opaque in bindgen.toml [opaque] (compiler will treat it as a void* handle).	
BINDGEN-005	Duplicate symbol	Two #include paths produced different definitions of the same symbol. Resolve by --keep-only or by reorganizing the include order.	RFC-0012 — duplicate symbol from two #include paths. Resolve via [keep_only] in bindgen.toml or by reordering includes so the canonical definition wins.	
URDF-001	No path from A to B in any imported URDF	RFC-0013 verifies frame chains at compile time. The compiler couldn't find a transform path between the two named frames in any URDF on the import path.	RFC-0013 §3.2 — frame chain compile-time check. The compiler walks every imported URDF and could not find a transform path between the two named frames. Either import a URDF that connects them or add a #[urdf_attach] joint.	
URDF-002	A and B in different URDFs without #[urdf_attach]	Two frames belong to separate URDF trees. Bridge them with #[urdf_attach(parent, child)] to declare the joint, or import a unified URDF.	RFC-0013 §3.3 — multiple URDF imports produce disjoint trees. #[urdf_attach(parent_frame, child_frame)] declares the joint that bridges them; without it the compiler refuses cross-tree transforms.	
URDF-003	Cycle in URDF tree	URDF parser detected a cycle (e.g. base_link → arm_link → base_link). The kinematic graph must be a tree.	RFC-0013 — the kinematic graph must be a DAG (rooted at base_link). A cycle suggests either a malformed URDF or two #[urdf_attach] joints that close a loop. Remove one of the bridging joints.	
URDF-004	URDF file not found	#[urdf_load(\"...\")] points to a missing file. Check working directory and import paths.	RFC-0013 §3.1 — #[urdf_load(\"path/to/robot.urdf\")] resolves relative to the source file's directory. Check the path and ensure the URDF is in source control or a known asset dir.	
URDF-005	URDF parse error	URDF XML failed to parse. Common issues: missing <robot> root, malformed <joint> attributes, mismatched origin tags.	RFC-0013 §3.1 — URDF parser uses minixml; common parse errors include missing <robot> root, malformed <joint type=\"...\"> attributes, mismatched origin tags, and unsupported plugin tags. Validate the URDF with `urdf-validator` first.	
URDF-006	Joint limit violated	Joint angle/displacement passed to lookup() exceeds the URDF-declared joint limit. Clamp upstream or relax the limit in the URDF.	RFC-0013 §3.4 — joint limits are declared in the URDF as <limit lower upper effort velocity/>. lookup() with an out-of-range angle/displacement is rejected. Clamp upstream or relax the URDF limit if mechanically valid.	
DEPTH-001	Max-depth analysis cannot bound recursive path	The RFC-0014 analyzer found recursion but could not prove a finite bound. Use a visible counter parameter, entry guard, and a positive counter increment; mark callback parameters #[no_recurse] only when they cannot recurse into the max_depth region.	RFC-0014 structural proof requires a visible counter and a guard. Unmarked callback paths, missing guards, or non-positive/non-literal recursive updates are rejected conservatively.	
DEPTH-002	Bounded recursion exceeds #[max_depth = N]	The analyzer proved a finite recursion depth, but that depth is larger than the declared #[max_depth = N].	RFC-0014 compared the proven guard depth with the declared N and found the code needs more stack frames than the annotation allows. Raise N or reduce the recursion depth.	
DEPTH-003	Mutually-recursive max_depth cycle violates bounds	A mutually-recursive cycle has incompatible or unproven #[max_depth] bounds. Runtime overrun checks also report this code when a counter exceeds N.	RFC-0014 SCC analysis found a cycle whose member bounds do not compose. Give every function in the cycle compatible guards/bounds or refactor through a single trampoline.	
DEPTH-004	Invalid #[max_depth] attribute placement or value	`#[max_depth]` must use a positive integer literal and apply directly to a fn declaration.	RFC-0014 only accepts fn-level #[max_depth = N] / #[max_depth(N)] with a positive integer literal. Other placements and symbolic values are rejected.	
DEPTH-005	Total stack budget exceeded	Sum of (max_depth_i * estimated_frame_size_i) along a recursion chain exceeds the project's stack budget.	RFC-0014 stack-budget check multiplies declared depth by estimated frame size. Reduce locals/frame size, reduce N, or convert recursion to iteration.	
LAW-001	Generated law check failed, declared law has unsupported arity, or canonical form lacks a shipped bounded checker	`nuc test --check-laws` generated a bounded integer check for a low-risk @law annotation and the check failed, or the declared law has unsupported arity for the annotated function. The shipped checker covers commutative, associative, identity, absorbing, idempotent, involution, distributive_over, and unary inverse forms (inverse round-trips `f(g(a)) == a` and `g(f(a)) == a` at four bounded sample integers). Fusion generation, Arbitrary-driven broad property tests, float tolerance handling, and SMT proof obligations remain future RFC-0031 phases and fail closed instead of being silently accepted.	`nuc test --check-laws` generated a bounded integer check for a low-risk @law annotation and found a counterexample, or the declaration is arity-incompatible with the annotated function (or, for `inverse = g`, the partner name is missing). The checker currently covers commutative, associative, identity, absorbing, idempotent, involution, distributive_over, and unary inverse forms; broader random Arbitrary generation, fusion generation, float tolerance handling, and cert-profile SMT proofs remain queued.	
LAW-002	SMT disproves law (RESERVED — Phase 3 not shipped)	RESERVED diagnostic. Phase 3 of RFC-0031 will route @law through Z3/CVC5 SMT proof under --profile=cert. Phase 1 (v0.8.265) does not run any solver; LAW-002 is reserved for future emission.	RESERVED. Phase 3 of RFC-0031 will route @law through Z3/CVC5 SMT proof under --profile=cert. As of v0.8.265 (Phase 1) no solver runs; LAW-002 is reserved for future emission.	
LAW-003	Law cited but optimizer cannot use it (RESERVED — Phase 2 not shipped)	RESERVED diagnostic. Phase 2 of RFC-0031 will pattern-match @law citations during optimizer pass; today the law-rewrite pass is a metadata-only no-op (v0.8.265). LAW-003 is reserved for the rewrite pass once it has real semantics.	RESERVED. Phase 2 of RFC-0031 will pattern-match @law citations during the optimizer's law-rewrite pass. As of v0.8.265 the law-rewrite pass (`opt_law_rewrite_block`) is a metadata-only no-op; LAW-003 is reserved for emission once the rewrite path has real semantics.	
LAW-004	Float or approximate law form lacks shipped tolerance semantics	`nuc test --check-laws` rejects float/approximate law modifiers until the language has explicit tolerance semantics. The canonical schema (docs/spec/Nucleor_Algebraic_Laws_Schema.md) lists eps as a future modifier for floats; this bounded integer checker fails closed.	`nuc test --check-laws` now emits this when a law uses `eps` or `approximate` before the float tolerance contract ships. Add an integer-only bounded law, or wait for the RFC-0031 float tolerance phase.	
LAW-006	Deprecated alias `zero = Z`; use `absorbing = Z`	`nuc test --check-laws` rejects the deprecated alias `zero = Z`; use the canonical `absorbing = Z`. The schema migration table is at docs/spec/Nucleor_Algebraic_Laws_Schema.md section 3.	`nuc test --check-laws` rejects the deprecated alias `zero = Z`; rename to `absorbing = Z` per the canonical schema (docs/spec/Nucleor_Algebraic_Laws_Schema.md section 3).	
LAW-007	Deprecated alias bare `distributive`; use `distributive_over = g`	`nuc test --check-laws` rejects the deprecated bare `distributive`; use the canonical `distributive_over = g` because the partner operator is required. See docs/spec/Nucleor_Algebraic_Laws_Schema.md section 3.	`nuc test --check-laws` rejects bare `distributive` because the partner operator is required; rename to `distributive_over = g` per the canonical schema.	
LAW-008	Unrecognized law name	`nuc test --check-laws` rejects any law name not in the canonical set (commutative, associative, identity, idempotent, involution, absorbing, distributive_over, inverse, fusion). Suggest a canonical spelling. See docs/spec/Nucleor_Algebraic_Laws_Schema.md section 1.	`nuc test --check-laws` rejects any law name not in the canonical set (commutative, associative, identity, idempotent, involution, absorbing, distributive_over, inverse, fusion). The canonical set is locked at docs/spec/Nucleor_Algebraic_Laws_Schema.md section 1.	
EFF-001	Function uses effect not in declared row	RFC-0032 effect rows are checked at type-check. The function body uses an effect (io.read, alloc, etc.) not declared in its signature's `+ effect_row`.	RFC-0032 §3.1 — every function carries an effect row. Use a function with effects requires the caller to permit those effects. Either declare the effects in the caller's row or remove the call.	
EFF-002	pure fn calls effectful fn	pure fn cannot perform side effects. Either remove the call, mark the callee pure, or remove the pure annotation from the caller.	RFC-0032 §3.2 — pure fn means no side effects (io, alloc, random, time, panic). The compiler can prove the call violates this.	
EFF-003	restricts [...] violated	restricts [...] forbids the listed effects in the callee. The callee uses an effect on the restrict list.	RFC-0032 §3.4 — restricts [...] is a contract on callbacks. Pass a different callback or remove the restrict.	
EFF-004	Effect declared but not used (warning)	An effect is in the function's `requires [...]` row but no call inside the body actually uses it. Remove the effect from the row to keep the type tight.	RFC-0032 — effect rows are typed contracts; an over-claimed row is a maintenance hazard (callers think the function reads io but it doesn't). Trim the row to match what's actually used.	
EFF-005	Custom effect handler missing	An effectful call requires a handler in scope (RFC-0032 §3.1) but none was found. Wrap the call site in a `with handler { ... }` block.	RFC-0032 §3.1 — a custom effect (e.g. `effect Telemetry`) needs a handler in scope to be discharged. Wrap the call site with `with telemetry_handler { ... }` or hoist the effect into the surrounding fn's row.	
COLL-001	K: Hash + Eq requirement violated	Hash-backed collections require K to implement both Hash + Eq.	RFC-0017 §3.2 — derive Hash + Eq for K, or use BTreeMap which only requires Ord, or change to a key type that already implements both.	
COLL-002	K: Ord requirement violated for BTree	BTree-backed collections require K to implement Ord.	RFC-0017 §3.3 — BTreeMap/BTreeSet rely on key ordering for sorted iteration and binary search. Derive Ord or implement it.	
COLL-003	Collection method that may grow used in #[no_alloc]	push/insert/etc. may allocate to grow. In #[no_alloc] context use try_*-suffixed variants or pre-size with with_capacity.	RFC-0017 §3.7 — pre-size with with_capacity_in for the worst case, then use try_push / push_within_capacity which never reallocate.	
COLL-004	Iterator invalidated by mutation during walk	Mutating a collection (push/remove/clear) while iterating it leaves the iterator pointing at stale or freed memory.	RFC-0017 §3.4 — collect indices to mutate during the iteration into a Vec, then apply mutations after the iter completes. The borrow checker tracks shared/mut conflicts on the underlying buffer.	
COLL-005	Index out of bounds on fixed-length collection	An index expression resolved to a value outside the collection's [0, len) bounds at compile time.	RFC-0017 §3.1 — fixed-length collections (arr[N], const-sized inline_vec) reject out-of-bounds accesses at compile time. Use a runtime-bounds-checked Vec, or guard with a length check.	
MOD-001	Module file not found at expected path	`mod foo;` resolved to a path that does not exist on disk.	RFC-0018 §3.1 — `mod foo;` resolves to ./foo.nr or ./foo/mod.nr relative to the current file. Check the path or create the file.	
MOD-002	Path references non-existent module/item	A use path or full-path reference resolves to a module/item that doesn't exist.	RFC-0018 §3.3 — verify the path. crate::x means project root; super::x means parent module; std::x means stdlib; <pkg>::x means registry dep.	
MOD-003	Visibility violation	Item not pub for the access level used (pub, pub(crate), pub(super), or unrestricted).	RFC-0018 §3.2 — add `pub` (or pub(crate)/pub(super)) to the item, or move the use site closer to where the item is visible.	
MOD-004	Glob `use *` from a module without an explicit prelude (warning)	use foo::* without an explicit prelude pulls in everything; can shadow names unexpectedly.	RFC-0018 — globs are noisy and shadow-prone. Prefer explicit `use foo::{a, b, c}` lists, or define a prelude module that's intentional about exports.	
MOD-005	Circular module dependency	Module dependency graph has a cycle (mod a uses b which uses a).	RFC-0018 — break the cycle by extracting shared definitions to a third module both depend on.	
MOD-006	Two `use` declarations bind the same name	Two use declarations binding the same identifier shadow each other; rename via `use foo::Bar as FBar`.	RFC-0018 §3.4 — rename one with `as`: `use foo::Bar as FBar`. The compiler does not silently shadow.	
PKG-001	Manifest schema error	Nucleor.toml manifest fails schema validation.	RFC-0019 §3.1 — see the canonical schema in docs/nuc-toml-spec.md (forthcoming). Common errors: missing [package] table, missing name/version, malformed [dependencies] entries.	
PKG-002	Version conflict — no resolution found	PubGrub resolver could not find a set of versions satisfying all constraints.	RFC-0019 §3.3 — PubGrub returns a structured conflict report. Common causes: two transitive deps require incompatible major versions of a shared dep. Loosen one constraint or pick a newer version of the conflicting transitive.	
PKG-003	Checksum mismatch	Downloaded package hash does not match the lockfile entry. Possible network corruption or registry compromise.	RFC-0019 §3.4 — re-run `nuc update` to refresh the lockfile if intentional, or escalate (registry compromise) if unexpected.	
PKG-004	Network error fetching package	HTTP/git fetch failed. Check connectivity, registry URL, and auth tokens.	RFC-0019 §3.5 — verify network connectivity. For git deps, check the URL; for registry, check NUCLEOR_REGISTRY env or fall back to https://nucleor.dev/registry/ default.	
PKG-005	Unknown package / version	Package or version not in registry. Check spelling; the version may be yanked.	RFC-0019 §3.5 — `nuc search <name>` to discover the package; check spelling and case (registry is case-sensitive).	
PKG-006	Yanked version explicitly required	The lockfile pins a version that the registry has yanked. Re-run nuc update to pick a non-yanked version.	RFC-0019 §3.5 — yanked versions are kept downloadable for users with existing lockfiles but not chosen by `nuc add`. Either pin the yanked version explicitly with `=X.Y.Z`, or update.	
TGT-001	Unknown target triple	Target triple does not match Tier-1 (windows-msvc, linux-gnu, apple-darwin) or any installed Tier-2/3 target.	RFC-0022 §3.1 — see the Tier-1 list in the RFC. Tier-2/3 targets need explicit installation.	
TGT-002	Sysroot not installed for target	Run nuc install sysroot --target=<triple> to install the cross-compilation sysroot.	RFC-0022 §3.7 — sysroots ship from nucleor.dev/sysroots/. The download is signed; install with `nuc install sysroot --target=<triple>`.	
TGT-003	Feature unsupported on target	Feature requires capability missing on this target (e.g. mmap on bare metal). Use --target check to see the missing capability list.	RFC-0022 §3.6 — runtime feature audit. Some `_rt.c` modules guard with `_WIN32` / `__linux__` / etc.; bare-metal targets exclude entire categories.	
TGT-004	Cross-link error	Cross-linker rejected the binary. Likely missing C library; consult the linker error output for the specific symbol.	RFC-0022 §3.7 — likely missing libc on the target. For Linux→Windows or macOS→Linux cross, consult `clang --target=<triple> --print-search-dirs`.	
TST-001	Test discovery: no #[test] functions found	`nuc test` scanned the source but found no functions annotated `#[test]`. Either add tests or invoke `nuc build`/`nuc check` directly.	RFC-0021 §3.1 — the discovery pass walks every fn declared in the source and looks for the `#[test]` attribute. None found means either the file has no tests yet or all candidates are gated behind `#[cfg(test)]` that isn't active. To run a single test from a non-test source, mark it `#[test]` explicitly.	
TST-002	Test isolation: process child crashed before reporting	Under `--isolation=process`, the spawned child for a test exited with an unexpected signal (segv / abort / oom) before the harness could record PASS or FAIL.	RFC-0021 §3.4 — `--isolation=process` runs each test in a fresh child via env-var dispatch (`NUCLEOR_TEST_ONLY=<name>`). If the child segfaults, aborts, or is OOM-killed before `print('PASS …')` or `print('FAIL …')`, the harness reports TST-002 with the child's exit code. Re-run under a debugger or drop `--isolation=process` to see the panic in the parent.	
TST-003	Test fixture: setup fn returned non-zero	A `#[test]` declared `setup` or `teardown` returned non-zero. The test body did not run.	RFC-0021 (deferred) — the v0.4 fixture work adds `#[before]` / `#[after]` hooks that gate the test body. A non-zero return from the setup hook reports TST-003 and skips the body. Until v0.4 lands, manage setup imperatively at the top of each `#[test]` fn.	
OWN-G4-USE-AFTER-DROP	Use of value after manual free (use-after-drop)	A heap-backed binding (Vec/HashMap/Box/String/VecDeque) was freed by an explicit `vec_free` / `hashmap_free` / etc., and a subsequent read of the same binding would alias freed memory. Either move the read above the free, drop the binding before the free site, or remove the explicit free and let auto-drop handle the lifetime.	RFC-0062 G-4 (v1.0) — IR-level use-after-drop gate. The compiler tracks heap-backed bindings (Vec / HashMap / Box / String / VecDeque) and marks them dead after an explicit free. Reading a dead binding aliases freed memory and is rejected at error severity. Auto-drop is on by default at v1.0; explicit `vec_free` / `hashmap_free` is only required for `#[manual_drop]` paths.	
OWN-G8-COND-MOVE	Use of value moved on one branch but not the other	Inside an if/else (or other branching control flow), the binding was moved on one arm but not the other. After the join point, a read of the binding cannot be proven safe because some CFG paths leave it valid and others leave it moved. Either move on every path, on no path, or restructure to avoid the post-join read.	RFC-0062 G-8 (v1.0) — conditional-move tracking. The move-state lattice intersects the `if` and `else` arms at the join point. If the binding is moved on one side and intact on the other, the post-join read is rejected. The fix is symmetry: move on every path, on no path, or restructure so the read is dominated by an arm where the binding is still valid.	
INIT-G11-READ-BEFORE-INIT	Read of binding before definite assignment	A `let mut x: T;` declaration without an initializer was followed by a read where the definite-assignment flow analysis cannot prove every CFG path assigns `x` first. Initialize at the declaration site, assign on every path before the read, or move the read inside a branch that assigns.	RFC-0062 G-11 (v1.0) — definite-assignment flow analysis. A `let mut x: T;` declaration without an initializer creates a binding the analysis tracks as 'definitely uninitialized'. A read is allowed only if every CFG path from the declaration to the read site assigns to `x`. The lattice meet at join points is intersection, so a single un-assigning path forces the diagnostic.	
BORROW-G2-LIFETIME	Returned reference does not trace back to a reference input	A function with one reference input and a reference return type returns a borrow that does not trace back to the input — typically a borrow of a stack-local value, a synthesized temporary, or a reference threaded through a non-input path. Return by value, take/return ownership, or restructure so the returned reference is rooted at the input parameter.	RFC-0062 G-2 (v1.0) — single-input lifetime enforcement. For functions with one reference-typed input and a reference-typed return, the v1.0 gate requires the returned reference to be derived from the input. Returning a borrow of a stack-local, a synthesized temporary, or a value reached only through a non-input traversal is rejected.	
ALIAS-G3-VEC-OF-REFS	Heap aliasing: vec_push of borrow into Vec<&T>	A `vec_push` / `vec_insert` lands a borrow into a `Vec<&T>`. The syntactic borrow tracker does not follow elements through `Vec<&T>`, so the alias relationship between the pushed reference and any later borrow of the same backing storage is invisible to the checker. Use a `Vec<T>` (owned) or restructure to thread the lifetime through the function signature.	RFC-0062 G-3 Phase 3 (v1.0) — heap-aliasing detection. The syntactic borrow tracker does not follow elements through `Vec<&T>`. Pushing a borrow into the Vec creates an alias the checker cannot see, so a subsequent mutation of either side could silently invalidate the other. The v1.0 fix is to reject `vec_push` / `vec_insert` on `Vec<&T>` at error severity.	
ALIAS-G3-HASHMAP-REHASH	Heap aliasing: mutating hashmap call invalidates outstanding borrow	A mutating `hashmap_insert` / `hashmap_remove` / `hashmap_clear` runs while an outstanding borrow into the hashmap is live. The rehash can move backing storage and invalidate the borrow. End the borrow first, copy out the value, or move the mutating call before the borrow.	RFC-0062 G-3 (v1.0) — HashMap rehash invalidation. Mutating `hashmap_insert` / `hashmap_remove` / `hashmap_clear` calls can move backing storage. Any borrow that points into the map's interior is invalidated by the rehash. The v1.0 gate detects an outstanding borrow at the call site and rejects it.	
SEND-G6-HASHMAP	Spawn-call argument carries a non-Sendable HashMap	A spawn-call argument carries a `HashMap` (or a struct/tuple/enum containing one). HashMap is non-Sendable in v1.0 — the rehash + iterator state are not safe to move across thread boundaries. Convert to a `Vec<(K, V)>` snapshot, wrap in a Sendable handle, or pass only Sendable values into the spawn.	RFC-0062 G-6 (v1.0) — Sendable closure propagation. Spawn-class calls require their argument graph to be Sendable. HashMap is non-Sendable in v1.0 because the rehash + iterator state are not safe to move across thread boundaries. The structural send-checker walks the argument graph; this code fires when a HashMap (or a struct/tuple/enum carrying one) is reached.	
SEND-G6-CLOSURE-CAPTURE	Spawn-call closure captures a non-Sendable value	A closure passed to `spawn` (or another spawn-class call) captures a non-Sendable value through its environment. The recursive capture-set walker traces every binding the closure body reads. Either remove the offending capture, convert it to a Sendable form before the spawn, or use a bare-parameter closure that takes the value as an argument.	RFC-0062 G-6 (v1.0) — Sendable closure propagation. The recursive capture-set walker traces every binding the closure body reads. A closure that captures a non-Sendable value through its environment is itself non-Sendable. Bare-parameter closures (no captures) are clean.	
SEND-G6-TUPLE	Spawn-call argument is a tuple containing a non-Sendable element	A spawn-call tuple argument contains a non-Sendable element. Send-checking is structural — the tuple is non-Sendable if any field is. Project out the Sendable members and move them individually, or convert the offending field before the spawn.	RFC-0062 G-6 (v1.0) — Sendable structural propagation. Tuples are Sendable iff every field is Sendable. A spawn-call tuple argument with a non-Sendable element fails the gate at the offending field's path through the tuple.	
SEND-G6-ENUM	Spawn-call argument is an enum variant carrying a non-Sendable payload	A spawn-call enum-variant argument carries a non-Sendable payload (typically a HashMap inside one of the variants). The Send analysis is structural across all variants. Either remove the non-Sendable payload from the enum or pre-extract a Sendable view before the spawn.	RFC-0062 G-6 (v1.0) — Sendable structural propagation across enum variants. The Send analysis is structural across all variants of the enum: if any variant carries a non-Sendable payload, the enum itself is non-Sendable for the purposes of the spawn-boundary gate.	
FFI-G5-NULL-DEREF	Use of may_return_null FFI pointer without a dominating null guard	An `extern fn` declared `#[effect(may_return_null)]` returned a raw pointer that was dereferenced (or passed to a non-null sink) without a dominating `ptr_is_null(<binding>)` guard. Add an explicit `if ptr_is_null(p) { return ...; }` before the use, or use a Result/Option-typed wrapper. The guard-state lattice is intersected at if/else joins so a guard on every path counts.	RFC-0062 G-5 (v1.0) — FFI null-contract enforcement with deref dataflow. An `extern fn` declared `#[effect(may_return_null)]` returns a pointer that may be null; reading or passing it to a non-null sink without a dominating `ptr_is_null(<binding>)` guard is rejected. The guard-state lattice intersects at if/else joins, so guarding on every CFG path from the FFI return to the use site satisfies the gate.	
FFI-G9-MISSING-ALLOW-DIRECT-FFI	Call to extern fn without #[effect(direct_ffi)] / #[allow_effect(direct_ffi)] on the caller	The calling function invokes an `extern fn` without declaring `#[effect(direct_ffi)]` or `#[allow_effect(direct_ffi)]`. Direct FFI is a tracked effect — the annotation makes the audit explicit. Add the attribute on the calling fn (or on a containing fn that intentionally exposes the effect).	RFC-0062 G-9 (v1.0) — FFI direct-call discipline. Direct FFI is a tracked effect. Every call to an `extern fn` from Nucleor source must be reachable from a function that declares `#[effect(direct_ffi)]` or `#[allow_effect(direct_ffi)]`. The annotation makes the audit explicit at function boundaries.	
UNSAFE-G7-MISSING-ALLOW	unsafe { } block without #[effect(unsafe)] / #[allow_effect(unsafe)] on the caller	An `unsafe { ... }` block was written in a function that does not declare `#[effect(unsafe)]` or `#[allow_effect(unsafe)]`. Audited unsafe is a tracked effect. The OSS compiler self-host source contains zero unsafe blocks; if a user-code path needs one, the annotation makes the deviation explicit.	RFC-0062 G-7 (v1.0) — audited unsafe. `unsafe { ... }` blocks are a tracked effect and require the enclosing function to declare `#[effect(unsafe)]` or `#[allow_effect(unsafe)]`. The OSS compiler self-host source contains zero unsafe blocks; if a user-code path needs one, the annotation makes the deviation explicit at function-boundary granularity.	
EFFECT-G10-UNDECLARED	Function produces an effect that is not in its declared #[effect(...)] row	The function body produces an effect (frees, borrows_mut, may_return_null, direct_ffi, unsafe) that is not declared in the function's `#[effect(...)]` row. Either add the effect to the row, or refactor to remove the effect-producing call from the function body.	RFC-0062 G-10 (v1.0) — effect-annotations framework. The function body produces an effect (frees, borrows_mut, may_return_null, direct_ffi, unsafe) that is not in its declared `#[effect(...)]` row. The fix is either to add the effect to the row or to refactor the body so the effect is no longer produced.	
EFFECT-G10-MISSING-ALLOW	Caller invokes effectful fn without an #[allow_effect(...)] entry for the produced effect	The caller invoked an effectful function without an `#[allow_effect(...)]` entry for the produced effect. Either add the matching `#[allow_effect(...)]` on the caller or declare the effect on the caller's `#[effect(...)]` row to propagate it.	RFC-0062 G-10 (v1.0) — effect-annotations framework. The caller invoked an effectful function but did not declare an `#[allow_effect(...)]` for the produced effect. The annotation is per-effect, so each effect the caller intentionally tolerates from callees needs its own entry. Alternatively, declare the effect on the caller's `#[effect(...)]` row to propagate it to the caller's caller.	
EFFECT-G10-WRONG-ROW	Declared #[effect(...)] row does not match the effects the function actually produces	The declared `#[effect(...)]` row does not match the effects the function actually produces — typically a row claims an effect the body never emits, or omits one that the body does emit. Reconcile the row with the body.	RFC-0062 G-10 (v1.0) — effect-annotations framework. The declared `#[effect(...)]` row does not match the function's body — typically claiming an effect the body never produces, or omitting one the body does produce. The gate enforces tight rows: declared = produced, no surplus and no shortfall.	
