"layer","finding_id","severity","root_cause_bucket","audit_doc","source_line","original_reproducer","expected_invariant","status_v100","status_candidate","status_final","closing_commit","validation_command","validation_result","perf_result","notes"
"Layer 4 Memory Safety/Effects","G4-B-1","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","173","","(Critical) - UAF behind `as` cast in let-init silenced","audit_reported","claimed_closed_needs_proof","proven_closed","","bin\nucleor.exe build tests\err\err_g4_cast_uaf.nr --no-cache","PASS rc=1 with OWN-G4-USE-AFTER-DROP","promoted 1.1.0 no-link 4.088s; v1.0.0 binary same source no-link 3.203s; ownership phase 2078ms; release perf debt remains open","Cast wrapper remains covered while adding conditional-free state."
"Layer 4 Memory Safety/Effects","G4-FN-1","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","192","","(Critical) - Aliased-handle double-free silent","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_memsafe_audit_slice.ps1 -Finding G4-FN-1","PASS rc=0; aliased Vec handle free poisons alias root and second free rejects with OWN-G4-USE-AFTER-DROP","promoted 1.1.0 fixed-point md5=bdc2c1b1f17756a646ad0d9b4ce65874; cold self-compile 4.171s (<4.25s cap); bash tools/check_compiler_drift.sh rc=0","Closed by heap alias-root tracking; freeing any alias marks the shared identity freed."
"Layer 4 Memory Safety/Effects","G4-A-1","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","207","","(Critical) - Conditional-branch UAF silent","audit_reported","claimed_closed_needs_proof","proven_closed","","bin\nucleor.exe build tests\err\err_g4_cond_free_if.nr --no-cache; bin\nucleor.exe build tests\err\err_g4_cond_free_match.nr --no-cache","PASS rc=1 with OWN-G4-USE-AFTER-DROP for if and match conditional free","promoted 1.1.0 no-link 4.088s; v1.0.0 binary same source no-link 3.203s; ownership phase 2078ms; release perf debt remains open","Closed by conditional G4 state merge plus post-join read checks."
"Layer 4 Memory Safety/Effects","G4-A-2","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","217","","(Critical) - Loop body free silent","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_memsafe_audit_slice.ps1 -Finding G4-A-2","PASS rc=0; loop body free state is joined with pre-loop state and post-loop read rejects with OWN-G4-USE-AFTER-DROP","promoted 1.1.0 fixed-point md5=bdc2c1b1f17756a646ad0d9b4ce65874; cold self-compile 4.171s (<4.25s cap); bash tools/check_compiler_drift.sh rc=0","Closed by loop flow-state merge for free/move/init state, not just definite-assignment state."
"Layer 4 Memory Safety/Effects","G4-FN-2","High","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","220","","(High) - Method-call form `v.free()` not detected","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_memsafe_audit_slice.ps1 -Finding G4-FN-2","PASS rc=0; method-form free marks receiver freed and later read rejects with OWN-G4-USE-AFTER-DROP","promoted 1.1.0 fixed-point md5=bdc2c1b1f17756a646ad0d9b4ce65874; cold self-compile 4.171s (<4.25s cap); bash tools/check_compiler_drift.sh rc=0","Closed by receiver-side method free marking for heap collection types."
"Layer 4 Memory Safety/Effects","G5-P-1","High","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","236","","(High) - `ptr_is_null()` is not defined; positive fixture fails","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_memsafe_audit_slice.ps1 -Finding G5-P-1","PASS rc=0; ptr_is_null intrinsic builds/runs and prints OK ptr_is_null_intrinsic","promoted 1.1.0 fixed-point md5=bdc2c1b1f17756a646ad0d9b4ce65874; cold self-compile 4.171s (<4.25s cap); bash tools/check_compiler_drift.sh rc=0","Closed with runtime intrinsic smoke; validator builds and executes the target."
"Layer 4 Memory Safety/Effects","G5-FN-1","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","246","","(Critical) - Most extern fns escape G-5 entirely","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_memsafe_audit_slice.ps1 -Finding G5-FN-1","PASS rc=0; heuristic extern i64 pointer-return convention rejects unguarded deref with FFI-G5-NULL-DEREF","promoted 1.1.0 fixed-point md5=bdc2c1b1f17756a646ad0d9b4ce65874; cold self-compile 4.171s (<4.25s cap); bash tools/check_compiler_drift.sh rc=0","Closed by conservative extern-name pointer-return heuristic feeding the existing G5 null-deref checker."
"Layer 4 Memory Safety/Effects","G6-A-1","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","273","","(Critical) - Custom struct-with-HashMap bypasses SEND-G6-HASHMAP","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_memsafe_audit_slice.ps1 -Finding G6-A-1","PASS rc=0; spawn rejects struct transitively containing HashMap with SEND-G6-HASHMAP","promoted 1.1.0 fixed-point md5=bdc2c1b1f17756a646ad0d9b4ce65874; cold self-compile 4.171s (<4.25s cap); bash tools/check_compiler_drift.sh rc=0","Closed by depth-bounded recursive non-Send classifier through struct and enum payloads."
"Layer 4 Memory Safety/Effects","G8-B-1","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","306","","(Critical) - Field projection after conditional move silenced","audit_reported","claimed_closed_needs_proof","proven_closed","","bin\nucleor.exe build tests\err\err_g8_field_after_cond_move.nr --no-cache","PASS rc=1 with OWN-G8-COND-MOVE","promoted 1.1.0 no-link 4.088s; v1.0.0 binary same source no-link 3.203s; ownership phase 2078ms; release perf debt remains open","Field/index receiver root checks mirror the bare identifier path."
"Layer 4 Memory Safety/Effects","G8-A-1","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","317","","(Critical) - Match-arm divergent move silenced","audit_reported","claimed_closed_needs_proof","proven_closed","","bin\nucleor.exe build tests\err\err_g8_match_cond_move.nr --no-cache","PASS rc=1 with OWN-G8-COND-MOVE","promoted 1.1.0 no-link 4.088s; v1.0.0 binary same source no-link 3.203s; ownership phase 2078ms; release perf debt remains open","Closed by match-arm conditional move marking and post-join read checks."
"Layer 4 Memory Safety/Effects","G8-A-2","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","324","","(Critical) - Nested-if divergent move silenced","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_memsafe_audit_slice.ps1 -Finding G8-A-2","PASS rc=0; nested if conditional move rejects with OWN-G8-COND-MOVE","promoted 1.1.0 fixed-point md5=bdc2c1b1f17756a646ad0d9b4ce65874; cold self-compile 4.171s (<4.25s cap); bash tools/check_compiler_drift.sh rc=0","Closed by nested flow propagation of conditional move state."
"Layer 4 Memory Safety/Effects","G8-A-3","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","329","","(Critical) - Loop-body move silenced","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_memsafe_audit_slice.ps1 -Finding G8-A-3","PASS rc=0; loop conditional move joins and rejects with OWN-G8-COND-MOVE","promoted 1.1.0 fixed-point md5=bdc2c1b1f17756a646ad0d9b4ce65874; cold self-compile 4.171s (<4.25s cap); bash tools/check_compiler_drift.sh rc=0","Closed by loop flow-state merge for conditional moves."
"Layer 4 Memory Safety/Effects","G9-FN-1","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","343","","(Critical) - Opt-in cliff: no attribute = framework off","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_memsafe_audit_slice.ps1 -Finding G9-FN-1","PASS rc=0; unannotated extern surface emits EFFECT-G10-OPT-IN-CLIFF disclosure","promoted 1.1.0 fixed-point md5=bdc2c1b1f17756a646ad0d9b4ce65874; cold self-compile 4.171s (<4.25s cap); bash tools/check_compiler_drift.sh rc=0","Closed by always-on opt-in cliff disclosure for unannotated extern/unsafe surfaces."
"Layer 8 Numeric/SI","F-NUM-001","Critical","numeric_semantics","docs/audit/findings/audit_recon_pass1_numeric_2026-05-08.md","33","","- `f64 as u8 / i8 / u16 / i16` returns the low byte(s) of the f64 BIT PATTERN, not the numeric value  [CRITICAL]","audit_reported","claimed_closed_needs_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_numeric_audit_slice.ps1 -Finding F-NUM-001","PASS rc=0; f64 narrow casts return saturating-truncate numeric values and runtime contains f32/f64 narrow helper family","self-host md5 7237722f2dbb6b7c61586977080411e0 after NUM-001 promotion","closed by f64/f32 to i8/u8/i16/u16 runtime helpers plus compiler dispatch to those helpers"
"Layer 8 Numeric/SI","F-NUM-002","Critical","numeric_semantics","docs/audit/findings/audit_recon_pass1_numeric_2026-05-08.md","67","","- `unit_convert_f64` accepts cross-dimensional conversions silently (Pam, JHz, Vs, kWhdeg)  [CRITICAL]","audit_reported","claimed_closed_needs_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_numeric_audit_slice.ps1 -Finding F-NUM-002","PASS rc=0; same-dimension conversions pass, cross-dimension conversion emits UNIT-DIM-001, unknown IDs emit UNIT-DIM-002","self-host md5 7237722f2dbb6b7c61586977080411e0 after NUM-001 promotion","closed by unit-category validation in nuc_unit_convert before conversion math"
"Layer 8 Numeric/SI","F-NUM-003","Critical","numeric_semantics","docs/audit/findings/audit_recon_pass1_numeric_2026-05-08.md","100","","- `bit_shift_left`, `bit_shift_right`, `bit_set`, `bit_clear`, `bit_test` invoke C undefined behaviour for shift counts  64 or < 0  [CRITICAL]","audit_reported","claimed_closed_needs_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_numeric_audit_slice.ps1 -Finding F-NUM-003","PASS rc=0; valid 0..63 bit operations pass, shift count 64 and bit position -1 emit BIT-001","self-host md5 7237722f2dbb6b7c61586977080411e0 after NUM-001 promotion","closed by bit-count bounds checks and unsigned left/logical-shift casts in bitwise rod runtime"
"Layer 8 Numeric/SI","F-NUM-004","High","numeric_semantics","docs/audit/findings/audit_recon_pass1_numeric_2026-05-08.md","129","","- RFC-0015 3.2 mixed-width arithmetic (no implicit conversion) is not enforced  [HIGH]","audit_reported","claimed_closed_needs_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_numeric_audit_slice.ps1 -Finding F-NUM-004","PASS rc=0; explicit cast arithmetic passes, i32+u32 and i32+i64 arithmetic reject as NUM-001","self-host md5 7237722f2dbb6b7c61586977080411e0 after strict self-build; no file-wide NUM-001 suppression","closed by NUM-001 type-check gate with contextual unsuffixed integer-literal result typing"
"Layer 7 Runtime ABI","A1","Critical","runtime_abi_and_layout","docs/audit/findings/audit_recon_pass1_runtime_abi_2026-05-08.md","513","","NVec layout divergent across 200+ rt files (no `inline_data`)","audit_reported","implemented_and_proven","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_runtime_abi_audit_slice.ps1","PASS: runtime ABI audit slice complete; NVec layout, manifest rows, Vec cap/OOM guards, str_substring OOB, proc TLS/quote, mem_rt free guard, atomic alignment","Windows cold no-link compiler samples after O2 bootstrap: median=2.636s max=2.651s","closed_by_layer7_runtime_abi_validator"
"Layer 7 Runtime ABI","A3","Critical","runtime_abi_and_layout","docs/audit/findings/audit_recon_pass1_runtime_abi_2026-05-08.md","514","","vec_push NULL deref in `NUCLEOR_OOM_LENIENT=1`","audit_reported","implemented_and_proven","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_runtime_abi_audit_slice.ps1","PASS: runtime ABI audit slice complete; NVec layout, manifest rows, Vec cap/OOM guards, str_substring OOB, proc TLS/quote, mem_rt free guard, atomic alignment","Windows cold no-link compiler samples after O2 bootstrap: median=2.636s max=2.651s","closed_by_layer7_runtime_abi_validator"
"Layer 7 Runtime ABI","V1","High","runtime_abi_and_layout","docs/audit/findings/audit_recon_pass1_runtime_abi_2026-05-08.md","515","","`str_substring` over-end OOB silent + INT truncation; panic msg lies","audit_reported","implemented_and_proven","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_runtime_abi_audit_slice.ps1","PASS: runtime ABI audit slice complete; NVec layout, manifest rows, Vec cap/OOM guards, str_substring OOB, proc TLS/quote, mem_rt free guard, atomic alignment","Windows cold no-link compiler samples after O2 bootstrap: median=2.636s max=2.651s","closed_by_layer7_runtime_abi_validator"
"Layer 7 Runtime ABI","1.2-G1..G10","High","runtime_abi_and_layout","docs/audit/findings/audit_recon_pass1_runtime_abi_2026-05-08.md","516","","10 public symbols missing from manifest (proc_*, mutex_free*, channel_close/_is_closed, vec_u8_extend_from_ptr, str_intern_stats)","audit_reported","implemented_and_proven","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_runtime_abi_audit_slice.ps1","PASS: runtime ABI audit slice complete; NVec layout, manifest rows, Vec cap/OOM guards, str_substring OOB, proc TLS/quote, mem_rt free guard, atomic alignment","Windows cold no-link compiler samples after O2 bootstrap: median=2.636s max=2.651s","closed_by_layer7_runtime_abi_validator"
"Layer 7 Runtime ABI","A2","High","runtime_abi_and_layout","docs/audit/findings/audit_recon_pass1_runtime_abi_2026-05-08.md","519","","`vec_with_capacity` int-truncates `cap > INT_MAX`","audit_reported","implemented_and_proven","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_runtime_abi_audit_slice.ps1","PASS: runtime ABI audit slice complete; NVec layout, manifest rows, Vec cap/OOM guards, str_substring OOB, proc TLS/quote, mem_rt free guard, atomic alignment","Windows cold no-link compiler samples after O2 bootstrap: median=2.636s max=2.651s","closed_by_layer7_runtime_abi_validator"
"Layer 7 Runtime ABI","A4","High","runtime_abi_and_layout","docs/audit/findings/audit_recon_pass1_runtime_abi_2026-05-08.md","520","","`vec_f32_new` and friends NULL-deref in lenient OOM mode","audit_reported","implemented_and_proven","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_runtime_abi_audit_slice.ps1","PASS: runtime ABI audit slice complete; NVec layout, manifest rows, Vec cap/OOM guards, str_substring OOB, proc TLS/quote, mem_rt free guard, atomic alignment","Windows cold no-link compiler samples after O2 bootstrap: median=2.636s max=2.651s","closed_by_layer7_runtime_abi_validator"
"Layer 7 Runtime ABI","A5","High","runtime_abi_and_layout","docs/audit/findings/audit_recon_pass1_runtime_abi_2026-05-08.md","521","","`mem_rt.c::nuc_vec_free` lacks the sentinel guard","audit_reported","implemented_and_proven","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_runtime_abi_audit_slice.ps1","PASS: runtime ABI audit slice complete; NVec layout, manifest rows, Vec cap/OOM guards, str_substring OOB, proc TLS/quote, mem_rt free guard, atomic alignment","Windows cold no-link compiler samples after O2 bootstrap: median=2.636s max=2.651s","closed_by_layer7_runtime_abi_validator"
"Layer 7 Runtime ABI","S1","High","runtime_abi_and_layout","docs/audit/findings/audit_recon_pass1_runtime_abi_2026-05-08.md","522","","const-char* helpers mix string-literal sentinels with malloc'd buffers","audit_reported","implemented_and_proven","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_runtime_abi_audit_slice.ps1","PASS: runtime ABI audit slice complete; S1 owned-empty C probe frees null/error-path strings from string/file/process helpers without crashing","Windows cold no-link compiler samples after S1: median=2.709s max=2.714s","closed_by_layer7_runtime_abi_validator"
"Layer 7 Runtime ABI","S2","High","runtime_abi_and_layout","docs/audit/findings/audit_recon_pass1_runtime_abi_2026-05-08.md","523","","`proc_capture_stdout` + global status slot races between threads","audit_reported","implemented_and_proven","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_runtime_abi_audit_slice.ps1","PASS: runtime ABI audit slice complete; NVec layout, manifest rows, Vec cap/OOM guards, str_substring OOB, proc TLS/quote, mem_rt free guard, atomic alignment","Windows cold no-link compiler samples after O2 bootstrap: median=2.636s max=2.651s","closed_by_layer7_runtime_abi_validator"
"Layer 7 Runtime ABI","S3","High","runtime_abi_and_layout","docs/audit/findings/audit_recon_pass1_runtime_abi_2026-05-08.md","524","","`proc_run1` shell injection from un-escaped `arg`","audit_reported","implemented_and_proven","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_runtime_abi_audit_slice.ps1","PASS: runtime ABI audit slice complete; NVec layout, manifest rows, Vec cap/OOM guards, str_substring OOB, proc TLS/quote, mem_rt free guard, atomic alignment","Windows cold no-link compiler samples after O2 bootstrap: median=2.636s max=2.651s","closed_by_layer7_runtime_abi_validator"
"Layer 7 Runtime ABI","C1","High","runtime_abi_and_layout","docs/audit/findings/audit_recon_pass1_runtime_abi_2026-05-08.md","525","","`__nucleor_mutex_free` missing from manifest","audit_reported","implemented_and_proven","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_runtime_abi_audit_slice.ps1","PASS: runtime ABI audit slice complete; NVec layout, manifest rows, Vec cap/OOM guards, str_substring OOB, proc TLS/quote, mem_rt free guard, atomic alignment","Windows cold no-link compiler samples after O2 bootstrap: median=2.636s max=2.651s","closed_by_layer7_runtime_abi_validator"
"Layer 7 Runtime ABI","C2","High","runtime_abi_and_layout","docs/audit/findings/audit_recon_pass1_runtime_abi_2026-05-08.md","526","","`_Atomic long long` alignment not statically asserted","audit_reported","implemented_and_proven","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_runtime_abi_audit_slice.ps1","PASS: runtime ABI audit slice complete; NVec layout, manifest rows, Vec cap/OOM guards, str_substring OOB, proc TLS/quote, mem_rt free guard, atomic alignment","Windows cold no-link compiler samples after O2 bootstrap: median=2.636s max=2.651s","closed_by_layer7_runtime_abi_validator"
"Layer 9a Stdlib Math","F-MATH-001","Critical","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_math_2026-05-08.md","34","","- TT-SVD is a stub, not a real decomposition  [CRITICAL]","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_math_audit_slice.ps1 -Finding F-MATH-001","PASS rc=0; TT-SVD rank-1 reconstruction and public arity fixtures pass; real _td_thin_svd helper present","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by real two-stage TT-SVD over flat buffers instead of identity placeholder cores"
"Layer 9a Stdlib Math","F-MATH-002","High","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_math_2026-05-08.md","55","","- CP-ALS uses diagonal-only ""solve"" instead of full inverse  [HIGH]","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_math_audit_slice.ps1 -Finding F-MATH-002","PASS rc=0; CP-ALS rank-1 reconstruction fixture passes; A/B/C updates call dense Gram solve helper","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by _td_invert_rxr + _td_factor_update dense solve for CP-ALS factor updates"
"Layer 9a Stdlib Math","F-MATH-003","Critical","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_math_2026-05-08.md","79","","- `nuc_ridge_predict` silently clips predictions to [0, 1]  [CRITICAL]","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_math_audit_slice.ps1 -Finding F-MATH-003","PASS rc=0; ridge edge fixture predicts >1.0 and static scan finds no prediction clip assignment","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by removing silent [0,1] clipping from nuc_ridge_predict"
"Layer 9a Stdlib Math","F-MATH-004","High","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_math_2026-05-08.md","103","","- `nuc_mat_rank` leaks SVD result objects on every call  [HIGH]","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_math_audit_slice.ps1 -Finding F-MATH-004","PASS rc=0; repeated rank fixture passes and static scan confirms SVD U/S/V/result frees","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by making nuc_mat_rank own and free temporary SVD result handles"
"Layer 9a Stdlib Math","F-MATH-005","High","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_math_2026-05-08.md","131","","- `nuc_mat_eig` only valid for symmetric matrices but rod surface accepts any square  [HIGH]","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_math_audit_slice.ps1 -Finding F-MATH-005","PASS rc=0; eig edge fixture rejects non-symmetric input and accepts symmetric input; symmetry gate present","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by magnitude-scaled symmetry preflight before Jacobi eigen solver"
"Layer 9a Stdlib Math","F-MATH-011","High","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_math_2026-05-08.md","275","","- `kmeans_f64_predict` known-broken, documented in PROBE-2 source  [HIGH]","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_math_audit_slice.ps1 -Finding F-MATH-011","PASS rc=0; direct kmeans_f64_predict fixture returns labels 0,0,1,1 under strict compiler guard","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by direct public KMeans predict proof plus compiler index-expression walker fix"
"Layer 9a Stdlib Math","F-MATH-012","High","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_math_2026-05-08.md","294","","- `decision_tree_classifier_predict_i64` known-broken, documented in PROBE-2 source  [HIGH]","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_math_audit_slice.ps1 -Finding F-MATH-012","PASS rc=0; direct decision_tree_classifier_predict_i64 fixture returns expected labels under strict compiler guard","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by direct public decision-tree predict proof plus compiler index-expression walker fix"
"Layer 9a Stdlib Math","F-MATH-027","High","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_math_2026-05-08.md","584","","- `nuc_t3_slice` accepts `idx` >= shape[dim] without bounds check; reads past end  [HIGH]","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_math_audit_slice.ps1 -Finding F-MATH-027","PASS rc=0; tensor_slice valid shape fixture passes and high/negative OOB indices return 0","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by dim/index bounds gate in nuc_t3_slice before offset computation"
"Layer 9b Robotics/Quantum/FFI","CRIT-LAYER9B-001","Critical","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_robo_quantum_ffi_2026-05-08.md","38","","- URDF default joint axis is (0,0,1) instead of URDF-spec (1,0,0)","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_robo_quantum_ffi_audit_slice.ps1 -Finding CRIT-LAYER9B-001","PASS rc=0; URDF fixture confirms missing axis defaults to x=(1,0,0); runtime static check matches","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by changing URDF default axis from z to x"
"Layer 9b Robotics/Quantum/FFI","CRIT-LAYER9B-002","Critical","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_robo_quantum_ffi_2026-05-08.md","48","","- Rust bridge string returns leak by default in current adopter test","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_robo_quantum_ffi_audit_slice.ps1 -Finding CRIT-LAYER9B-002","PASS rc=0; rust_interop frees encoded/decoded strings; regex pin present; ownership harness self-test passes","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by owned string free calls, rust_bridge regex pin, and fixed PowerShell ownership harness self-test"
"Layer 9b Robotics/Quantum/FFI","HIGH-LAYER9B-003","High","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_robo_quantum_ffi_2026-05-08.md","58","","- `qsim_init` cap (24 qubits) inconsistent with `qsim_graph` cap (1024) and silent qubit-count desync","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_robo_quantum_ffi_audit_slice.ps1 -Finding HIGH-LAYER9B-003","PASS rc=0; qsim capacity/status fixture validates cap preflight and checked init behavior","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by public qsim cap/status preflight surface and raw init fail-closed behavior"
"Layer 9b Robotics/Quantum/FFI","HIGH-LAYER9B-004","High","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_robo_quantum_ffi_2026-05-08.md","72","","- `rods_count_nonzero` uses `mag_sq > threshold` but is documented as ""above threshold"" (units mismatch)","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_robo_quantum_ffi_audit_slice.ps1 -Finding HIGH-LAYER9B-004","PASS rc=0; qsim sparsity fixture confirms amplitude threshold is squared before probability comparison","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by comparing probability mass against threshold * threshold"
"Layer 9b Robotics/Quantum/FFI","HIGH-LAYER9B-005","High","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_robo_quantum_ffi_2026-05-08.md","78","","- `qsim_swap` is implemented as 3 `qsim_cnot`, double-counts trace events and entangle-registers","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_robo_quantum_ffi_audit_slice.ps1 -Finding HIGH-LAYER9B-005","PASS rc=0; SWAP auto-record/query fixtures confirm one logical SWAP DAG event and primitive state permutation","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by primitive _qsim_swap_state and single SWAP trace/DAG record"
